,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2023/04/18,Tue,Thailand,Imm Kuu Set,289.00,8.38,New Promotions,Regular
2,2023/04/18,Tue,Thailand,McFried Chicken,89.00,2.58,New Promotions,Regular
3,2023/04/18,Tue,Thailand,Cheesy Beef Burger (A-la-carte),109.00,3.16,New Promotions,Regular
4,2023/04/18,Tue,Thailand,Cheesy Beef Burger (Set),179.00,5.19,New Promotions,Regular
5,2023/04/18,Tue,Thailand,Cheesy Beef Burger + Dunk Cheese (A-la-carte),139.00,4.03,New Promotions,Regular
6,2023/04/18,Tue,Thailand,Cheesy Beef Burger + Dunk Cheese (Set),209.00,6.06,New Promotions,Regular
7,2023/04/18,Tue,Thailand,Cheesy Chicken Burger + Dunk Cheese (A-la-carte),139.00,4.03,New Promotions,Regular
8,2023/04/18,Tue,Thailand,Cheesy Chicken Burger + Dunk Cheese (Set),209.00,6.06,New Promotions,Regular
9,2023/04/18,Tue,Thailand,Cheesy Beef Burger + Dunk Cheese + Bacon Bits (A-la-carte),159.00,4.61,New Promotions,Regular
10,2023/04/18,Tue,Thailand,Cheesy Beef Burger + Dunk Cheese + Bacon Bits (Set),229.00,6.64,New Promotions,Regular
11,2023/04/18,Tue,Thailand,Cheesy Chicken Burger + Dunk Cheese + Bacon Bits (A-la-carte),159.00,4.61,New Promotions,Regular
12,2023/04/18,Tue,Thailand,Cheesy Chicken Burger + Dunk Cheese + Bacon Bits (Set),229.00,6.64,New Promotions,Regular
13,2023/04/18,Tue,Thailand,Cheesy Combo Chicken Set,319.00,9.25,New Promotions,Regular
14,2023/04/18,Tue,Thailand,Cheesy Combo Beef Set,319.00,9.25,New Promotions,Regular
15,2023/04/18,Tue,Thailand,Cheesy Combo Mix Set,319.00,9.25,New Promotions,Regular
16,2023/04/18,Tue,Thailand,Bacon Bits,29.00,0.84,New Promotions,Regular
17,2023/04/18,Tue,Thailand,Dunk Cheese,59.00,1.71,New Promotions,Regular
18,2023/04/18,Tue,Thailand,Pink Blossom Tumbler,499.00,14.47,New Promotions,Regular
19,2023/04/18,Tue,Thailand,ImKum Rice Fried Chicken Jaew Sauce Set,149.00,4.32,New Promotions,Regular
20,2023/04/18,Tue,Thailand,McFried Chicken Sook Songkran Set 1,319.00,9.25,New Promotions,Regular
21,2023/04/18,Tue,Thailand,Chicken Bites,59.00,1.71,New Promotions,Regular
22,2023/04/18,Tue,Thailand,Sharing Box Set (New),119.00,3.45,New Promotions,Regular
23,2023/04/18,Tue,Thailand,Party Snack Set 2 (New),219.00,6.35,New Promotions,Regular
24,2023/04/18,Tue,Thailand,3-Color Bualoy Sundae,45.00,1.30,New Promotions,Regular
25,2023/04/18,Tue,Thailand,Taro Coconut Pie,39.00,1.13,New Promotions,Regular
26,2023/04/18,Tue,Thailand,3-Color Bualoy A-La-Mode (Taro Coconut Pie),69.00,2.00,New Promotions,Regular
27,2023/04/18,Tue,Thailand,3-Color Bualoy A-La-Mode (Corn Pie),65.00,1.88,New Promotions,Regular
28,2023/04/18,Tue,Thailand,Quarter Pounder with Cheese (A-la-carte),155.00,4.49,New Promotions,Regular
29,2023/04/18,Tue,Thailand,Quarter Pounder with Cheese (Set),230.00,6.67,New Promotions,Regular
30,2023/04/18,Tue,Thailand,Double Quarter Pounder with Cheese (A-la-carte),215.00,6.23,New Promotions,Regular
31,2023/04/18,Tue,Thailand,Double Quarter Pounder with Cheese (Set),290.00,8.41,New Promotions,Regular
32,2023/04/18,Tue,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),175.00,5.07,New Promotions,Regular
33,2023/04/18,Tue,Thailand,Quarter Pounder with Cheese Bacon (Set),250.00,7.25,New Promotions,Regular
34,2023/04/18,Tue,Thailand,McFlurry Kiss,59.00,1.71,New Promotions,Regular
35,2023/04/18,Tue,Thailand,Cheesy Chicken Burger (A-la-carte),109.00,3.16,New Promotions,Regular
36,2023/04/18,Tue,Thailand,Cheesy Chicken Burger (Set),179.00,5.19,New Promotions,Regular
37,2023/04/18,Tue,Thailand,Purple Bloom Tumbler,499.00,14.47,New Promotions,Regular
38,2023/04/18,Tue,Thailand,McFried Chicken Sook Songkran Set 2,419.00,12.15,New Promotions,Regular
39,2023/04/18,Tue,Thailand,Rice with Fried Chicken Jaew Sauce (A-la-carte),79.00,2.29,New Promotions,Regular
40,2023/04/18,Tue,Thailand,Rice with Fried Chicken Jaew Sauce (Set),99.00,2.87,New Promotions,Regular
41,2023/04/18,Tue,Thailand,McSpicy Chicken Burger (Chicken) (A-la-carte),119.00,3.45,New Promotions,Regular
42,2023/04/18,Tue,Thailand,McSpicy Chicken Burger (Chicken) (Set),194.00,5.62,New Promotions,Regular
43,2023/04/18,Tue,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.30,New Promotions,Regular
44,2023/04/18,Tue,Thailand,McFried Chicken Super Value Set,109.00,3.16,New Promotions,Regular
45,2023/04/18,Tue,Thailand,McFried Chicken Value Set,149.00,4.32,New Promotions,Regular
46,2023/04/18,Tue,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.59,New Promotions,Regular
47,2023/04/18,Tue,Thailand,Iced Lemon Tea,45.00,1.30,New Promotions,Regular
