,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2024/08/25,Sun,Thailand,McFried Chicken Love MOM,319.00,9.41,New Promotions
2,2024/08/25,Sun,Thailand,Collector's Cup - McDonald's,199.00,5.87,New Promotions
3,2024/08/25,Sun,Thailand,Collector's Cup - Universal,199.00,5.87,New Promotions
4,2024/08/25,Sun,Thailand,Samurai Burger Set with Collector's Cup,229.00,6.75,New Promotions
5,2024/08/25,Sun,Thailand,McFish Set with Collector's Cup,229.00,6.75,New Promotions
6,2024/08/25,Sun,Thailand,McChicken Set with Collector's Cup,229.00,6.75,New Promotions
7,2024/08/25,Sun,Thailand,Cheeseburger Set with Collector's Cup,229.00,6.75,New Promotions
8,2024/08/25,Sun,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.92,New Promotions
9,2024/08/25,Sun,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.92,New Promotions
10,2024/08/25,Sun,Thailand,Blue Winter Tumbler,399.00,11.77,New Promotions
11,2024/08/25,Sun,Thailand,Red Rudolph Tumbler,399.00,11.77,New Promotions
12,2024/08/25,Sun,Thailand,McDonald's Picnic Box Free Filet-O-Fish,450.00,13.27,New Promotions
13,2024/08/25,Sun,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.92,Exclusive Only McDelivery
14,2024/08/25,Sun,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.92,Exclusive Only McDelivery
15,2024/08/25,Sun,Thailand,Cheeseburger Set,109.00,3.21,Exclusive Only McDelivery
16,2024/08/25,Sun,Thailand,99 Hamburger Set,99.00,2.92,Exclusive Only McDelivery
17,2024/08/25,Sun,Thailand,99 Pork Burger Set,99.00,2.92,Exclusive Only McDelivery
18,2024/08/25,Sun,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.69,Exclusive Only McDelivery
19,2024/08/25,Sun,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.69,Exclusive Only McDelivery
20,2024/08/25,Sun,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.69,Exclusive Only McDelivery
21,2024/08/25,Sun,Thailand,50% McNugget Set,146.00,4.31,Exclusive Only McDelivery
22,2024/08/25,Sun,Thailand,Buy 1 Get 1 McNuggets & French Fries,194.00,5.72,Exclusive Only McDelivery
